ID,City,State,Start_Time,Severity,Start_Lat,Start_Lng,Weather_Condition,Temperature(F),Precipitation(in),Visibility(mi),Humidity(%),Distance(mi)
A-1952876,Overland Park,KS,2019-07-05 10:15:39,3,38.975765,-94.71273,Light Rain with Thunder,73.0,0.0,10.0,93.0,0.0
A-7402455,Valley Village,CA,2019-09-29 01:12:00,2,34.157612,-118.39648400000002,Cloudy,61.0,0.0,10.0,75.0,0.0
A-2059450,Buena Park,CA,2019-06-18 19:45:40,2,33.856007,-117.994263,Fair,66.0,0.0,10.0,73.0,0.0
A-1975909,Monrovia,CA,2019-07-18 15:13:00,2,34.135071,-118.000801,Fair,80.0,0.0,10.0,48.0,0.0
A-2023645,Mesa,AZ,2019-08-14 18:13:46,2,33.328812,-111.68511200000002,Fair,111.0,0.0,10.0,8.0,0.9300000071525574
A-2021980,Cincinnati,OH,2019-08-14 10:23:19,2,39.194969,-84.459991,Cloudy,77.0,0.0,5.0,84.0,0.4399999976158142
A-1787411,Moncks Corner,SC,2019-10-30 19:55:06,2,33.167721,-80.01487,Fair,72.0,0.0,10.0,100.0,0.0
A-2107294,Grand Rapids,MI,2019-05-17 16:18:56,3,42.912537,-85.536163,Cloudy,67.0,0.0,10.0,52.0,0.0
A-1846035,San Antonio,TX,2019-11-26 18:00:30,3,29.489590000000003,-98.574303,Cloudy,75.0,0.0,10.0,60.0,0.0
A-2154581,Brillion,WI,2019-04-08 05:28:50,2,44.240093,-88.125984,Partly Cloudy,50.0,0.0,7.0,94.0,0.0
A-1936575,Phoenix,AZ,2019-08-27 13:44:09,2,33.45134,-112.012909,Fair,107.0,0.0,10.0,23.0,0.0
A-1849513,Bakersfield,CA,2019-11-27 14:20:05,2,35.351391,-119.039406,Partly Cloudy,49.0,0.0,10.0,74.0,0.0
A-7331230,Seaside,OR,2019-10-07 14:07:05,2,45.90055,-123.65661,Cloudy,60.0,0.0,10.0,86.0,1.4880000000000002
A-2150768,San Antonio,TX,2019-04-05 14:43:31,2,29.44487,-98.659142,Fair,81.0,0.0,10.0,58.0,0.0
A-7312109,Gardena,CA,2019-12-12 19:43:30,2,33.87279,-118.27555,Haze,62.0,0.0,1.0,70.0,0.0
A-7354694,Monterey Park,CA,2019-10-24 18:21:00,2,34.057331,-118.165009,Partly Cloudy,91.0,0.0,10.0,9.0,0.0
A-2095829,Aurora,CO,2019-05-10 04:58:20,2,39.761913,-104.791138,Mostly Cloudy,35.0,0.0,10.0,91.0,0.0
A-2313930,Denver,CO,2019-01-02 16:18:22,3,39.824581,-104.96578999999998,Clear,39.2,,30.0,31.0,0.0
A-2213181,Toney,AL,2019-03-11 06:40:02,2,34.877121,-86.64298199999998,Mostly Cloudy,52.2,,10.0,62.0,0.0
A-7393889,Stockton,CA,2019-09-21 22:13:00,2,37.933292,-121.296666,Fair,75.0,0.0,10.0,38.0,0.0
A-7314770,Carson,CA,2019-12-13 22:22:00,2,33.83935,-118.263543,Mostly Cloudy,54.0,,4.0,100.0,0.0
A-1935252,Dunedin,FL,2019-08-27 08:30:39,2,28.01943,-82.756073,Fair,84.0,0.0,10.0,76.0,0.0
A-2169061,Hattiesburg,MS,2019-04-15 07:21:01,2,31.186405,-89.251373,Fair,42.0,0.0,10.0,92.0,0.0
A-2077977,Dallas,TX,2019-06-28 13:38:48,2,32.860439,-96.857368,Fair,91.0,0.0,10.0,45.0,0.0
A-7441206,Salinas,CA,2019-02-05 09:12:45,2,36.62189,-121.68458,Mostly Cloudy,42.1,,10.0,79.0,0.457
A-2291525,Charlotte,NC,2019-02-18 08:49:34,2,35.215801,-80.88511700000002,Overcast,45.0,,1.5,90.0,0.0
A-7400381,West Sacramento,CA,2019-09-27 12:31:00,2,38.575643,-121.568254,Cloudy,68.0,0.0,10.0,65.0,0.0
A-1910061,New Haven,CT,2019-09-13 16:40:55,2,41.338715,-72.978088,Fair,71.0,0.0,10.0,49.0,0.0
A-2281092,Tucson,AZ,2019-02-12 07:39:50,3,32.177296000000005,-110.944252,Clear,35.1,,10.0,54.0,0.0
A-1840725,Oklahoma City,OK,2019-11-23 20:56:05,2,35.39104099999999,-97.52124,Fair,36.0,0.0,10.0,89.0,0.0
A-2312181,San Pablo,CA,2019-01-01 10:47:58,2,37.954788,-122.331017,Clear,54.0,,10.0,22.0,0.0
A-1824495,Lakewood,CO,2019-11-15 06:59:03,2,39.74382,-105.109581,Partly Cloudy,43.0,0.0,10.0,49.0,0.0
A-1773129,Austin,TX,2019-10-23 07:30:31,2,30.227486,-97.72776,Fair,49.0,0.0,10.0,86.0,0.2800000011920929
A-2247215,Houston,TX,2019-03-29 17:46:04,3,29.661488,-95.55764,Overcast,73.4,,9.0,65.0,0.0
A-7416623,Cupertino,CA,2019-09-12 17:57:30,2,37.325985,-122.050873,Partly Cloudy,,0.0,,,0.0
A-2296911,Kansas City,KS,2019-02-20 09:30:51,3,39.044441,-94.656311,,,,,,0.4600000083446503
A-2178110,Tulsa,OK,2019-04-19 08:36:51,2,36.060818,-95.859306,Fair,54.0,0.0,10.0,62.0,0.0
A-2363434,Chattanooga,TN,2019-01-28 09:13:59,2,35.036076,-85.16268199999998,Partly Cloudy,33.1,,10.0,85.0,0.0
A-1774179,Irvine,CA,2019-10-23 16:29:59,3,33.669525,-117.822548,Fair,84.0,0.0,10.0,26.0,0.0
A-1946506,Linden,MI,2019-07-02 17:25:10,2,42.798759,-83.825119,Mostly Cloudy,88.0,0.0,10.0,49.0,0.0
A-2054294,Lewisville,TX,2019-06-16 17:39:24,3,33.030766,-96.993477,T-Storm / Windy,70.0,0.05,7.0,84.0,0.0
A-7731023,West Valley City,UT,2019-04-30 07:51:00,2,40.72576,-112.005507,Fair,45.0,0.0,10.0,40.0,0.5660000000000001
A-2130715,Irwin,PA,2019-05-30 10:19:04,2,40.327301,-79.71843,Mostly Cloudy,67.0,0.07,10.0,93.0,0.0
A-2188034,Saint Louis,MO,2019-04-25 15:31:58,2,38.573238,-90.235909,Light Rain,58.0,0.04,6.0,93.0,2.380000114440918
A-1931929,Corona,CA,2019-08-25 13:05:06,3,33.776798,-117.48745,Fair,93.0,0.0,10.0,37.0,0.0
A-2368862,Charlotte,NC,2019-01-30 09:08:10,3,35.23785,-80.85436999999997,Partly Cloudy,28.9,,10.0,61.0,0.0
A-1739242,Carlsbad,CA,2019-10-07 07:01:52,2,33.10157,-117.30983700000002,Fair,58.0,0.0,10.0,58.0,1.4700000286102295
A-2152026,Wallingford,CT,2019-04-06 16:31:14,3,41.423347,-72.82466099999998,Partly Cloudy,63.0,0.0,10.0,43.0,3.670000076293945
A-2262476,Charleston,SC,2019-02-04 14:47:38,3,32.883232,-80.01963,Partly Cloudy,71.1,,10.0,31.0,0.0
A-2208740,Fort Myers,FL,2019-03-08 08:57:17,3,26.499165,-81.794235,Clear,66.9,,10.0,66.0,0.0
A-1939696,York,PA,2019-08-29 07:28:08,2,39.901569,-76.789253,Fair,63.0,0.0,10.0,84.0,0.0
A-1717391,Hazel Crest,IL,2019-12-15 14:35:39,3,41.582352,-87.678848,Fair,25.0,0.0,10.0,70.0,1.0599999427795408
A-2253843,Bakersfield,CA,2019-03-01 12:44:47,2,35.38728,-119.044647,Mostly Cloudy,61.0,,10.0,67.0,0.0
A-2300717,Pasadena,CA,2019-02-21 16:44:06,3,34.148196999999996,-118.07336399999998,,,,,,0.0
A-7325923,Hawthorne,CA,2019-12-22 18:14:00,2,33.928085,-118.340919,Cloudy,62.0,0.0,10.0,65.0,0.0
A-7419031,Gold Hill,OR,2019-09-14 18:26:00,2,42.42396,-123.16329,Fair,86.0,0.0,10.0,16.0,1.827
A-1844620,Rochester,NY,2019-11-26 06:52:34,2,43.209549,-77.693588,Fair,45.0,0.0,10.0,65.0,0.0
A-1997647,Antioch,TN,2019-07-31 16:17:02,3,36.038338,-86.647743,Mostly Cloudy,88.0,0.0,10.0,49.0,0.0
A-2330796,Vandalia,OH,2019-01-11 06:53:44,3,39.865314,-84.189072,Overcast,26.1,,10.0,71.0,0.0
A-2354864,Austin,TX,2019-01-23 07:46:38,2,30.228951,-97.758728,Clear,35.1,,10.0,48.0,0.0
A-1888037,Ellenton,FL,2019-09-02 20:56:08,2,27.526873,-82.512558,Fair,84.0,0.0,10.0,74.0,0.0
A-2106926,San Leandro,CA,2019-05-16 19:56:32,3,37.68718,-122.1334,Haze,54.0,0.02,6.0,77.0,0.1099999994039535
A-2322810,Santa Fe,NM,2019-01-07 06:00:56,2,35.65222199999999,-105.956612,Clear,24.1,,10.0,88.0,2.2300000190734863
A-2105071,Towson,MD,2019-05-16 18:15:49,3,39.413197,-76.60051700000002,,77.0,0.0,,28.0,0.0
A-1951460,San Antonio,TX,2019-07-04 14:51:35,2,29.436131,-98.62365,Mostly Cloudy,90.0,0.0,10.0,59.0,1.3200000524520874
A-1968082,Minneapolis,MN,2019-07-15 18:55:43,2,44.999077,-93.349236,Heavy T-Storm,73.0,0.14,1.0,96.0,0.0
A-1698673,Richmond,VA,2019-12-06 19:15:27,3,37.54871,-77.432549,Cloudy,51.0,0.0,10.0,52.0,0.2700000107288361
A-2021531,Rancho Cucamonga,CA,2019-08-13 17:58:24,2,34.136379,-117.558456,Fair,91.0,0.0,10.0,30.0,0.0
A-1799264,Kansas City,MO,2019-11-05 06:36:50,3,39.18742,-94.5168,Fair,35.0,0.0,10.0,89.0,0.0
A-2294121,Savannah,GA,2019-02-19 08:22:29,2,32.004833000000005,-81.283218,Overcast,56.8,,10.0,67.0,0.0
A-1874403,Omaha,NE,2019-09-23 09:49:34,2,41.147503,-96.138023,Fair,69.0,0.0,10.0,72.0,0.0
A-7731585,Bozeman,MT,2019-05-01 20:16:44,4,45.71218,-111.06198,Cloudy,45.0,0.0,10.0,37.0,6.402
A-7713636,Renton,WA,2019-04-22 22:01:16,4,47.46727,-122.2284,Cloudy,53.0,0.0,10.0,93.0,0.289
A-1877242,Tulsa,OK,2019-09-24 07:25:31,2,36.04636,-95.964088,T-Storm,73.0,0.08,7.0,93.0,0.0
A-1739624,New York,NY,2019-10-08 11:30:51,2,40.782681,-73.943413,Mostly Cloudy,61.0,0.0,10.0,58.0,0.0
A-1948398,San Mateo,CA,2019-07-02 15:08:39,2,37.604572,-122.196495,Fair,66.0,0.0,10.0,64.0,0.0
A-1891961,Pompano Beach,FL,2019-09-04 13:37:04,2,26.232571000000004,-80.18618000000002,Fair,93.0,0.0,10.0,56.0,0.0
A-1955021,Hartford,CT,2019-07-08 16:54:19,3,41.767368,-72.669441,Fair,82.0,0.0,10.0,39.0,0.0
A-7732951,Chiloquin,OR,2019-06-03 06:52:36,2,42.938813,-121.82765,Fair,50.0,0.0,10.0,86.0,1.585
A-2033605,Modesto,CA,2019-06-04 06:16:01,2,37.680065,-121.04938500000002,Fair,67.0,0.0,10.0,70.0,0.0
A-7436399,Raleigh,NC,2019-03-01 19:56:13,3,35.77539,-78.57368000000002,Rain,39.9,0.12,1.5,100.0,0.737
A-7443386,Wethersfield,CT,2019-02-09 04:07:02,4,41.72449,-72.67061,Clear,25.0,,10.0,36.0,0.8170000000000001
A-1844198,Fairfield,CA,2019-11-25 06:37:54,3,38.299834999999995,-122.03408799999998,Fair,35.0,0.0,10.0,86.0,0.0
A-2019051,Palmdale,CA,2019-08-12 17:46:45,2,34.557949,-118.141243,Partly Cloudy,91.0,0.0,10.0,18.0,0.0
A-1745529,Lithia Springs,GA,2019-10-10 05:53:40,2,33.776756,-84.605835,Fair,60.0,0.0,10.0,90.0,0.0
A-1770161,Forest Park,GA,2019-10-22 08:30:54,3,33.585526,-84.377724,Light Rain,58.0,0.02,6.0,90.0,0.0
A-1802560,Pensacola,FL,2019-11-06 18:50:18,2,30.40451,-87.276909,Mostly Cloudy,68.0,0.0,9.0,93.0,0.0
A-2107456,New York,NY,2019-05-17 10:40:27,2,40.768379,-73.992813,Fair,71.0,0.0,10.0,53.0,0.0
A-2009810,Justice,IL,2019-08-07 07:47:13,3,41.74437,-87.849411,Fair,73.0,0.0,10.0,76.0,0.0
A-2212219,Charlotte,NC,2019-03-11 13:01:06,3,35.260899,-80.841225,Mostly Cloudy,68.0,,10.0,32.0,0.0
A-7390583,Emigrant Gap,CA,2019-09-19 20:20:00,2,39.303314,-120.657263,Fair,48.0,0.0,10.0,83.0,0.0
A-1941746,Castaic,CA,2019-08-29 09:16:45,2,34.49062,-118.617599,Fair,76.0,0.0,9.0,67.0,0.0
A-1931050,Tucson,AZ,2019-08-23 15:39:32,3,32.17712,-110.945198,Fair,95.0,0.0,10.0,26.0,0.0
A-7734550,Smyrna,GA,2019-06-06 17:24:19,2,33.88621,-84.47175,Light Drizzle,75.0,0.0,10.0,78.0,0.031
A-7470511,Saint Clair,MO,2019-01-27 19:08:41,4,38.38268,-90.96413,Overcast,32.0,,10.0,75.0,1.335
A-1905212,Louisville,KY,2019-09-11 16:57:50,3,38.223087,-85.751137,Partly Cloudy,95.0,0.0,10.0,38.0,0.0
A-1695969,Dayton,OH,2019-12-05 16:21:57,3,39.759174,-84.202126,Fair,46.0,0.0,10.0,43.0,0.0
A-2080133,San Francisco,CA,2019-06-30 12:10:19,2,37.761818,-122.405869,Fair,66.0,0.0,10.0,63.0,0.0
A-1734987,Boiling Springs,SC,2019-12-24 07:57:08,2,35.0182,-81.949158,Fair,50.0,0.0,10.0,87.0,0.0
A-1882478,Lancaster,CA,2019-09-26 08:20:14,2,34.660198,-118.210121,Fair,68.0,0.0,10.0,63.0,0.0
A-7752230,Whittier,CA,2019-08-30 08:27:00,2,33.993558,-118.069315,Fair,77.0,0.0,10.0,66.0,0.0
A-1690959,Benson,NC,2019-12-03 16:18:24,3,35.38998,-78.518005,Fair,50.0,0.0,10.0,50.0,10.479999542236328
A-7395375,Perris,CA,2019-09-23 06:35:00,2,33.83521,-117.247605,Fair,58.0,0.0,10.0,81.0,0.0
A-7726577,San Jose,CA,2019-05-22 08:26:14,2,37.35595,-121.90948,Partly Cloudy,58.0,0.0,10.0,75.0,0.384
A-1774077,Canyon Country,CA,2019-10-23 05:38:16,2,34.433765,-118.38575,Fair,61.0,0.0,10.0,44.0,0.0
A-1719776,Colorado Springs,CO,2019-12-16 17:20:08,2,38.846218,-104.713852,Mostly Cloudy,20.0,0.0,7.0,85.0,0.0
A-1710966,Hartford,CT,2019-12-12 11:06:37,2,41.737751,-72.662849,Fair,29.0,0.0,10.0,49.0,2.0699999332427983
A-7750022,Pueblo,CO,2019-08-29 16:24:32,3,38.114784,-104.67291,Cloudy,99.0,0.0,10.0,7.0,0.052
A-2002494,Oakland,CA,2019-08-02 06:43:44,3,37.825104,-122.308113,Haze,61.0,0.0,6.0,83.0,0.0
A-2014372,Houston,TX,2019-08-09 14:29:53,2,29.76272,-95.35778,Mostly Cloudy,96.0,0.0,10.0,47.0,0.0
A-1743046,Central,SC,2019-10-09 06:57:22,2,34.763889,-82.831329,Cloudy,60.0,0.0,10.0,86.0,0.0
A-1763273,Charleston,SC,2019-10-18 12:44:29,2,32.804970000000004,-79.933167,Fair,68.0,0.0,9.0,40.0,3.0899999141693115
A-2227701,San Marcos,CA,2019-03-19 11:50:54,2,33.117298,-117.214943,Haze,63.0,,4.0,72.0,0.0
A-2099368,Nashville,TN,2019-05-13 11:18:14,2,36.07114,-86.947037,Mostly Cloudy,63.0,0.0,10.0,52.0,0.0
A-2121016,Fenton,MI,2019-05-24 11:56:04,2,42.676497999999995,-83.760086,Partly Cloudy,61.0,0.0,10.0,70.0,0.0
A-2277300,Saint Paul,MN,2019-02-11 09:39:44,3,44.94862,-92.902069,Overcast,21.2,,10.0,85.0,0.0
A-7418574,Cerritos,CA,2019-09-13 16:01:00,2,33.876381,-118.102337,Fair,93.0,0.0,10.0,36.0,0.0
A-7289329,Kingman,AZ,2019-12-26 15:36:35,4,35.21345,-114.05101,Light Rain,37.0,0.1,9.0,86.0,1.399
A-1703944,Buffalo Grove,IL,2019-12-09 07:11:17,2,42.175449,-87.991989,Light Rain,47.0,0.0,3.0,86.0,0.0
A-1907090,Sacramento,CA,2019-09-11 18:23:17,2,38.588619,-121.392227,Fair,84.0,,10.0,23.0,0.0
A-2285490,Jacksonville,FL,2019-02-14 09:37:26,2,30.315269,-81.73069,Mostly Cloudy,55.0,,10.0,62.0,0.0
A-1859301,Earth City,MO,2019-10-02 04:11:42,2,38.775986,-90.460297,Fair,76.0,0.0,10.0,69.0,0.0
A-2308307,Chandler,AZ,2019-02-26 17:04:18,2,33.261604,-111.881027,Overcast,69.8,,10.0,25.0,0.0
A-1993933,Modesto,CA,2019-07-29 18:19:13,2,37.638741,-120.847702,Partly Cloudy,94.0,0.0,10.0,17.0,0.0
A-1934347,Castroville,CA,2019-08-26 11:16:13,2,36.7728,-121.741501,Fair,74.0,0.0,9.0,55.0,0.0
A-2023636,Chandler,AZ,2019-08-14 17:36:54,2,33.232811,-111.858391,Fair,111.0,,10.0,7.0,0.0
A-1952075,Canajoharie,NY,2019-07-05 05:36:51,2,42.906890999999995,-74.562363,Fair,75.0,0.0,10.0,65.0,0.0
A-2206547,Mullins,SC,2019-03-07 14:52:11,2,34.191952,-79.309303,Clear,55.4,,10.0,29.0,0.0
A-1795081,New Ulm,MN,2019-11-03 17:34:04,2,44.252331,-94.394547,Mostly Cloudy,45.0,0.0,10.0,66.0,0.0
A-2160157,Hermitage,TN,2019-04-10 06:50:46,2,36.163639,-86.616699,Partly Cloudy,51.0,0.0,10.0,77.0,0.0
A-2159430,Savannah,GA,2019-04-10 08:19:29,2,31.98372100000001,-81.22179399999997,Fair,64.0,0.0,10.0,94.0,0.0
A-2064814,Richmond,VA,2019-06-21 04:11:18,2,37.552055,-77.442627,Fair,75.0,0.0,10.0,66.0,0.0
A-7330700,Los Angeles,CA,2019-10-06 16:37:00,2,33.987602,-118.137419,Fair,80.0,0.0,10.0,40.0,0.0
A-2227479,Concord,CA,2019-03-19 09:46:59,2,37.977463,-122.044296,Clear,60.1,,10.0,62.0,0.0
A-2271647,Veneta,OR,2019-02-07 08:16:01,2,44.045605,-123.351639,Overcast,28.9,,0.5,92.0,0.0
A-1797703,San Mateo,CA,2019-11-04 16:17:46,2,37.505795,-122.118591,,,,,,0.0
A-7408876,Pomona,CA,2019-09-04 23:03:30,2,34.02367,-117.749385,Fair,81.0,,10.0,58.0,0.01
A-7738500,Milwaukee,WI,2019-06-14 19:35:54,4,43.10147,-88.05813,Fair,73.0,0.0,10.0,33.0,0.501
A-2149938,Charlotte,NC,2019-04-05 19:51:47,2,35.227348,-80.845299,Cloudy,59.0,0.0,9.0,87.0,0.0
A-7335031,Lake Zurich,IL,2019-10-10 11:50:34,2,42.21157,-88.11143,Fair,70.0,0.0,10.0,61.0,0.035
A-7423682,Oakdale,CA,2019-03-06 13:59:26,2,37.77674,-120.77472,Scattered Clouds,66.0,,10.0,59.0,0.0
A-1915418,Houston,TX,2019-09-16 21:21:54,3,29.777626,-95.381111,Partly Cloudy,80.0,0.0,10.0,79.0,0.0
A-1735761,Hattiesburg,MS,2019-12-24 12:38:30,2,31.270081,-89.46637700000002,Fair,71.0,0.0,10.0,57.0,0.0
A-2317807,Campbellton,FL,2019-01-04 19:15:25,2,30.88736500000001,-85.36763,,,,,,0.0
A-2142574,Charlotte,NC,2019-04-02 08:10:53,2,35.234055,-80.84925799999998,Cloudy,41.0,0.0,10.0,53.0,0.0
A-7350846,Hines,OR,2019-10-22 17:41:28,2,43.52344,-119.2439,Cloudy,58.0,0.0,10.0,39.0,2.272
A-1945806,Pensacola,FL,2019-07-01 19:09:50,2,30.53517,-87.21614100000002,Fair,87.0,0.0,10.0,61.0,0.0
A-2192355,Corning,CA,2019-04-27 07:49:42,3,39.908169,-122.200668,Fair,63.0,0.0,10.0,50.0,1.8899999856948853
A-2195033,San Jose,CA,2019-04-29 10:46:28,2,37.364048,-121.90155,Fair,63.0,0.0,10.0,63.0,0.0
A-7431267,Salem,NH,2019-03-22 08:45:21,2,42.784478,-71.260042,Light Rain,37.0,0.02,6.0,89.0,0.089
A-1977848,Phoenix,AZ,2019-07-19 17:09:41,2,33.523769,-112.06501000000002,,,,,,0.0
A-2248611,Schodack Landing,NY,2019-03-31 14:21:12,3,42.490192,-73.67916899999999,Overcast,43.0,0.0,10.0,62.0,0.0
A-2272427,Manassas,VA,2019-02-08 17:17:34,2,38.802429,-77.52262900000002,Clear,50.0,,10.0,32.0,0.3100000023841858
A-2216985,Gurnee,IL,2019-03-13 07:39:44,2,42.36404,-87.97821,Overcast,39.9,0.0,2.0,93.0,0.0
A-2175702,Prattville,AL,2019-04-18 08:23:39,2,32.460049,-86.38793199999998,Fair,65.0,0.0,10.0,80.0,0.0
A-7748630,Bouse,AZ,2019-08-27 23:45:18,4,33.870090999999995,-113.930842,Fair,95.0,0.0,10.0,25.0,1.039
A-7706073,Kaysville,UT,2019-04-09 14:33:00,2,41.040902,-111.951583,Light Rain,44.0,0.05,10.0,86.0,0.057
A-1850844,Larsen,WI,2019-11-28 05:07:15,2,44.234165,-88.736847,Cloudy,32.0,0.0,10.0,64.0,0.0
A-7330652,Los Angeles,CA,2019-10-06 14:48:00,2,34.105611,-118.254352,Fair,83.0,0.0,10.0,38.0,0.0
A-2177638,Liberty,MO,2019-04-19 17:19:19,3,39.244263,-94.456322,Partly Cloudy,61.0,,10.0,29.0,0.0
A-7402258,Lafayette,CA,2019-09-28 22:39:00,2,37.891181,-122.150167,Fair,59.0,0.0,10.0,51.0,0.0
A-7457683,Hopewell Junction,NY,2019-01-05 12:48:06,2,41.508624,-73.79350500000002,Rain,37.9,0.17,2.0,93.0,0.713
A-2051287,Brooklyn,MD,2019-06-14 06:52:33,3,39.203819,-76.63020300000002,,62.0,0.0,,56.0,0.0
A-2173751,Wilsonville,OR,2019-04-17 17:45:57,3,45.335964,-122.769264,Fair,65.0,0.0,10.0,54.0,3.839999914169312
A-1831680,West Newton,MA,2019-11-20 16:35:47,3,42.347683,-71.231789,Light Rain,38.0,0.01,6.0,86.0,0.0
A-7772773,Green River,UT,2019-08-13 01:25:00,2,38.849076,-110.930588,Fair,68.0,0.0,10.0,16.0,2.017
A-2037446,Phoenix,AZ,2019-06-06 12:30:12,2,33.48386,-112.070862,Partly Cloudy,96.0,0.0,10.0,14.0,0.0
A-1713185,North Hollywood,CA,2019-12-12 06:11:37,2,34.164898,-118.382805,Mostly Cloudy,50.0,0.0,10.0,74.0,0.0
A-1943041,Shawnee,KS,2019-08-30 14:31:52,3,39.007374,-94.694038,Fair,79.0,0.0,10.0,52.0,0.0
A-2298614,Cleveland,OH,2019-02-21 06:55:47,2,41.384521,-81.73465,Overcast,35.1,,10.0,76.0,0.0
A-2266013,Salt Lake City,UT,2019-02-05 19:43:02,3,40.644917,-111.939163,Overcast,27.9,,1.0,100.0,0.0
A-1888277,Minneapolis,MN,2019-09-02 09:02:13,2,45.04153400000001,-93.284927,Cloudy,62.0,0.0,10.0,86.0,0.0
A-2009898,Oklahoma City,OK,2019-08-07 15:05:16,2,35.47398,-97.51429,Partly Cloudy,102.0,0.0,10.0,33.0,0.0
A-1901814,Camp Verde,AZ,2019-09-09 06:54:42,3,34.578156,-111.884453,Fair,59.0,0.0,10.0,55.0,0.0
A-1688532,Easley,SC,2019-12-02 06:33:13,2,34.80772,-82.60221899999998,Fair,43.0,0.0,10.0,57.0,0.0
A-2353744,Dayton,OH,2019-01-23 06:38:30,2,39.788284,-84.18177800000002,Overcast,40.8,0.01,10.0,88.0,0.0
A-1789796,Spartanburg,SC,2019-10-31 16:22:43,2,34.938109999999995,-82.018463,Rain,72.0,0.0,10.0,83.0,0.0
A-7759355,Bronx,NY,2019-07-16 09:13:31,2,40.82281,-73.88490999999998,Fair,80.0,0.0,10.0,47.0,0.643
A-2119515,Winter Springs,FL,2019-05-23 12:17:56,2,28.647587,-81.268066,Partly Cloudy,87.0,0.0,10.0,55.0,0.0
A-7355570,San Jose,CA,2019-10-25 17:30:30,2,37.35215,-121.83807,Partly Cloudy,82.0,,10.0,19.0,0.0
A-7379722,Compton,CA,2019-11-12 14:12:00,2,33.916188,-118.224378,Haze,69.0,0.0,6.0,65.0,0.0
A-7753979,Miami,FL,2019-07-03 10:49:30,4,25.82432,-80.20647,Mostly Cloudy,93.0,0.0,10.0,54.0,6.011
A-7449272,Spanish Fork,UT,2019-02-18 07:54:00,2,40.15113,-111.722049,Mostly Cloudy,17.1,,10.0,88.0,0.075
A-1716479,Minneapolis,MN,2019-12-14 16:02:50,2,45.053566,-93.286102,Fair,10.0,0.0,10.0,67.0,0.0
A-7413696,Roseburg,OR,2019-09-10 17:53:54,2,43.124819,-123.363766,Mostly Cloudy,69.0,0.0,10.0,61.0,0.8420000000000001
A-2054576,Arcadia,CA,2019-06-16 04:23:58,3,34.147789,-118.031532,Cloudy,66.0,0.0,8.0,73.0,0.0
A-1857043,Austin,TX,2019-10-01 15:45:22,2,30.434242,-97.769287,Fair,98.0,0.0,10.0,30.0,0.0
A-7410411,Fontana,CA,2019-09-06 13:56:00,2,34.067011,-117.445295,Fair,97.0,0.0,10.0,25.0,0.0
A-1729928,Dallas,TX,2019-12-20 07:00:24,2,32.860653000000006,-96.719566,Cloudy,44.0,0.0,10.0,53.0,0.0
A-7406900,Corona,CA,2019-09-03 20:58:00,2,33.784107,-117.49201200000002,Fair,82.0,0.0,10.0,51.0,0.0
A-1679648,El Paso,TX,2019-12-26 09:57:28,2,31.760502,-106.270142,Fair,46.0,,10.0,66.0,0.0
A-2049531,Clearwater,FL,2019-06-13 17:50:19,2,28.032669,-82.738297,Fair,80.0,0.02,10.0,79.0,0.0
A-2239209,Charlotte,NC,2019-03-26 15:00:54,2,35.17411,-80.80291,Mostly Cloudy,55.0,,10.0,57.0,0.0
A-1759543,Philadelphia,PA,2019-10-17 04:56:56,3,39.972927,-75.122299,Cloudy,54.0,0.0,10.0,59.0,0.0
A-7356216,Ventura,CA,2019-10-25 18:16:00,2,34.272107,-119.278789,Fair,75.0,0.0,10.0,43.0,0.0
A-1969741,Charlotte,NC,2019-07-16 08:39:12,2,35.094944,-80.86635600000002,Mostly Cloudy,81.0,0.0,10.0,74.0,0.0
A-2271156,Dallas,TX,2019-02-07 05:33:17,3,32.662209000000004,-96.822899,Rain,60.1,0.19,4.0,90.0,0.0
A-2000656,Bronx,NY,2019-08-02 11:47:22,2,40.88599,-73.827904,Mostly Cloudy,77.0,0.0,10.0,62.0,0.0
A-1921398,Iowa,LA,2019-08-19 14:45:54,3,30.248888,-92.986725,Light Rain,82.0,0.0,7.0,84.0,0.0
A-7424172,Salt Lake City,UT,2019-03-07 20:07:00,2,40.74162000000001,-111.74092,Mostly Cloudy,45.0,,10.0,74.0,0.444
A-1924185,Los Gatos,CA,2019-08-20 07:30:58,2,37.165668,-122.015938,Cloudy,63.0,0.0,10.0,87.0,0.0
A-1915835,Baldwin Park,CA,2019-09-16 03:10:00,3,34.066479,-117.990891,Haze,68.0,0.0,6.0,81.0,0.0
A-1991710,Stockbridge,GA,2019-07-28 16:47:49,3,33.55402,-84.26904300000002,Mostly Cloudy,88.0,0.0,10.0,39.0,0.0
A-7463661,Berkeley,CA,2019-01-15 16:00:46,3,37.86391,-122.30307,Light Rain,53.1,0.04,10.0,93.0,0.763
A-1878439,Sterling,VA,2019-09-25 08:17:25,2,38.97715,-77.411438,Mostly Cloudy,54.0,0.0,10.0,83.0,0.0
A-2288930,Englewood,CO,2019-02-15 08:30:48,2,39.588181,-104.848152,Partly Cloudy,34.0,,10.0,73.0,0.0
A-2250157,Omaha,NE,2019-02-28 13:30:25,3,41.22361400000001,-96.003929,Clear,20.7,,10.0,50.0,0.0
A-7438609,Englewood,CO,2019-02-01 20:59:34,2,39.57105,-104.8733,Clear,33.1,,10.0,56.0,0.487
